First_Name: Jacob 	 Last_Name: Thomas 	 Street_Number: 320 	 Street_Name: Carroll Lane 	 City: Abbotsford 	 Province: Prince Edward Island 	 Poastal_Code: K1B 3B2 	 Country: Canada 	 Phone: 822273361 	 Email: Jacob@null -->> 	 Reason: Invalid Email 	 File Path : \2017\11\10\CustomerData1.csv
First_Name: James 	 Last_Name: Jones 	 Street_Number: 498 	 Street_Name: Brodick Lane 	 City: Peterborough 	 Province: Alberta 	 Poastal_Code: N4N 0B9 	 Country: Canada 	 Phone: 448546475 	 Email: James@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\29\CustomerData21.csv
First_Name: William 	 Last_Name: Anderson 	 Street_Number: 475 	 Street_Name: Arvida Avenue 	 City: Regina 	 Province: Nova Scotia 	 Poastal_Code: J0N 0Z3 	 Country: Canada 	 Phone: 1074057801 	 Email: William@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\29\CustomerData23.csv
First_Name: Jacob 	 Last_Name: Davis 	 Street_Number: 10 	 Street_Name: Clearview Street 	 City: Longueuil 	 Province: Quebec 	 Poastal_Code: N5C 2J8 	 Country: Canada 	 Phone: 706964413 	 Email: Jacob@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\29\CustomerData26.csv
First_Name:  	 Last_Name: Brown 	 Street_Number: 105 	 Street_Name: Caitland Court 	 City: Saint John 	 Province: Saskatchewan 	 Poastal_Code: E5V 3X5 	 Country: Canada 	 Phone: 1155085499 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\29\CustomerData30.csv
First_Name: James 	 Last_Name: Moore 	 Street_Number: 362 	 Street_Name: Birchview Drive 	 City: Mirabel 	 Province: Prince Edward Island 	 Poastal_Code: N4N 0B9 	 Country: Canada 	 Phone: 1377415979 	 Email: James@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\29\CustomerData30.csv
First_Name:  	 Last_Name:  	 Street_Number: 49 	 Street_Name: Aster Court 	 City: Greater Sudbury 	 Province: New Brunswick 	 Poastal_Code: G6X 2L1 	 Country: Canada 	 Phone: 676384911 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\29\CustomerData4.csv
First_Name: James 	 Last_Name: Thomas 	 Street_Number: 31 	 Street_Name: Adelaide Avenue 	 City: Nanaimo 	 Province: New Brunswick 	 Poastal_Code: J0J 3V6 	 Country: Canada 	 Phone: 1290813405 	 Email: James@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\29\CustomerData8.csv
First_Name: Alexander 	 Last_Name: Jackson 	 Street_Number: 136 	 Street_Name: Claymore Avenue 	 City: Pickering 	 Province: Manitoba 	 Poastal_Code: H3J 3P2 	 Country: Canada 	 Phone: 303455302 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\29\CustomerData8.csv
First_Name: Mason 	 Last_Name: Moore 	 Street_Number: 361 	 Street_Name: Charlton Avenue 	 City: Calgary 	 Province: Northwest Territories 	 Poastal_Code:  	 Country: Canada 	 Phone: 1018896975 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\3\CustomerData1.csv
First_Name: Liam 	 Last_Name: Williams 	 Street_Number: 383 	 Street_Name: Ash Lake Court 	 City: Welland 	 Province: Alberta 	 Poastal_Code:  	 Country: Canada 	 Phone: 1220685358 	 Email: Liam@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\3\CustomerData1.csv
First_Name: Liam 	 Last_Name: Thomas 	 Street_Number: 405 	 Street_Name: Bethany Way 	 City: Nanaimo 	 Province: Nova Scotia 	 Poastal_Code: V8B 1P6 	 Country: Canada 	 Phone: 1173062506 	 Email: Liam@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\3\CustomerData14.csv
First_Name:  	 Last_Name: Brown 	 Street_Number: 397 	 Street_Name: Admirals Way 	 City: Victoria 	 Province: Yukon 	 Poastal_Code: N8H 2H6 	 Country: Canada 	 Phone: 307287963 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\3\CustomerData15.csv
First_Name: Alexander 	 Last_Name: Jackson 	 Street_Number: 276 	 Street_Name: Bermuda Avenue 	 City: Maple Ridge 	 Province: Nunavut 	 Poastal_Code: H0H 3C9 	 Country: Canada 	 Phone: 1182362933 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\3\CustomerData16.csv
First_Name: Jacob 	 Last_Name: Taylor 	 Street_Number: 69 	 Street_Name: Canary Crescent 	 City: Norfolk County 	 Province: Prince Edward Island 	 Poastal_Code: V1K 1V0  	 Country: Canada 	 Phone: 367437207 	 Email: Jacob@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\3\CustomerData16.csv
First_Name: Alexander 	 Last_Name: Taylor 	 Street_Number: 128 	 Street_Name: Benjamin Green Drive 	 City: Chilliwack 	 Province: Northwest Territories 	 Poastal_Code: H9S 1R4 	 Country: Canada 	 Phone: 1275287034 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\3\CustomerData20.csv
First_Name:  	 Last_Name: Thomas 	 Street_Number: 264 	 Street_Name: Bethany Way 	 City: Mirabel 	 Province: Northwest Territories 	 Poastal_Code: G3E 2K4 	 Country: Canada 	 Phone: 240815669 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\3\CustomerData23.csv
First_Name: Liam 	 Last_Name: Miller 	 Street_Number: 421 	 Street_Name: Basinview Drive 	 City: Vancouver 	 Province: Saskatchewan 	 Poastal_Code: L3V 1Y8 	 Country: Canada 	 Phone: 574612350 	 Email: Liam@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\3\CustomerData27.csv
First_Name: Alexander 	 Last_Name: Thomas 	 Street_Number: 315 	 Street_Name: Ashburn Avenue 	 City: Kelowna 	 Province: Alberta 	 Poastal_Code: B2E 0X4 	 Country: Canada 	 Phone: 951238396 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\3\CustomerData28.csv
First_Name: Jacob 	 Last_Name: Jackson 	 Street_Number: 481 	 Street_Name: Alm-d Ramp 	 City: Aurora 	 Province:  	 Poastal_Code: B0T 0Y5  	 Country: Canada 	 Phone: 850443061 	 Email: Jacob@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\3\CustomerData5.csv
First_Name: Ethan 	 Last_Name: Wilson 	 Street_Number: 42 	 Street_Name: Alm-a Ramp 	 City: Trois-Rivi̬res 	 Province: New Brunswick 	 Poastal_Code: T1L 2H8 	 Country: Canada 	 Phone: 1056279909 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\3\CustomerData9.csv
First_Name: Mason 	 Last_Name: Thomas 	 Street_Number: 430 	 Street_Name: Cedarbrae Lane 	 City: Saint-Jean-sur-Richelieu 	 Province: Saskatchewan 	 Poastal_Code: J9T 3H4 	 Country: Canada 	 Phone: 696967764 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\30\CustomerData0.csv
First_Name:  	 Last_Name: Miller 	 Street_Number: 119 	 Street_Name: Admirals Way 	 City: Medicine Hat 	 Province: Prince Edward Island 	 Poastal_Code: B2E 0X4 	 Country: Canada 	 Phone: 319021059 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\30\CustomerData0.csv
First_Name:  	 Last_Name: Jones 	 Street_Number: 354 	 Street_Name: Angus L Macdonald Bridge 	 City: Saint John 	 Province: Alberta 	 Poastal_Code: N4N 0B9 	 Country: Canada 	 Phone: 1163300476 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\30\CustomerData10.csv
First_Name:  	 Last_Name: Thomas 	 Street_Number: 460 	 Street_Name: Battery 18th Road 	 City: North Vancouver 	 Province: Quebec 	 Poastal_Code: L4A 0T3  	 Country: Canada 	 Phone: 689884332 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\30\CustomerData12.csv
First_Name: Ethan 	 Last_Name: Moore 	 Street_Number: 112 	 Street_Name: Benalder Lane 	 City: Saguenay 	 Province: Saskatchewan 	 Poastal_Code: N4N 0B9 	 Country: Canada 	 Phone: 835202576 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\30\CustomerData12.csv
First_Name: William 	 Last_Name: Jackson 	 Street_Number: 468 	 Street_Name: Cambridge Street 	 City: North Vancouver 	 Province: Nova Scotia 	 Poastal_Code: H0H 3C9 	 Country: Canada 	 Phone: 1235561366 	 Email: William@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\30\CustomerData14.csv
First_Name:  	 Last_Name: Jones 	 Street_Number: 225 	 Street_Name: Armoury Place 	 City: Thunder Bay 	 Province:  	 Poastal_Code: G6X 2L1 	 Country: Canada 	 Phone: 577147179 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\30\CustomerData15.csv
First_Name: James 	 Last_Name: Thomas 	 Street_Number: 141 	 Street_Name: Ahern Avenue 	 City: Guelph 	 Province: Newfoundland and Labrador 	 Poastal_Code: K1B 3B2 	 Country: Canada 	 Phone: 368770795 	 Email: James@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\30\CustomerData18.csv
First_Name: Liam 	 Last_Name: Brown 	 Street_Number: 450 	 Street_Name: Cambridge Street 	 City: Saint-J̩r̫me 	 Province:  	 Poastal_Code: E4S 3C4 	 Country: Canada 	 Phone: 381023623 	 Email: Liam@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\30\CustomerData26.csv
First_Name: Alexander 	 Last_Name: Jones 	 Street_Number: 385 	 Street_Name: Chelton Woods Lane 	 City: Kamloops 	 Province: Newfoundland and Labrador 	 Poastal_Code: H3J 3P2 	 Country: Canada 	 Phone: 1368998780 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\30\CustomerData29.csv
First_Name: Mason 	 Last_Name: Jackson 	 Street_Number: 26 	 Street_Name: Bilton Lane 	 City: Caledon 	 Province: Prince Edward Island 	 Poastal_Code: K1B 3B2 	 Country: Canada 	 Phone: 1268352021 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\30\CustomerData31.csv
First_Name: Jacob 	 Last_Name: Jones 	 Street_Number: 189 	 Street_Name: Aldergrove Drive 	 City: Markham 	 Province: Newfoundland and Labrador 	 Poastal_Code: N8A 0B3 	 Country: Canada 	 Phone: 466176598 	 Email: Jacob@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\30\CustomerData6.csv
First_Name: Alexander 	 Last_Name: Johnson 	 Street_Number: 142 	 Street_Name: Alm-a Ramp 	 City: Lethbridge 	 Province: Nunavut 	 Poastal_Code: V1K 1V0  	 Country: Canada 	 Phone: 105149673 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\30\CustomerData7.csv
First_Name: Ethan 	 Last_Name: Miller 	 Street_Number: 170 	 Street_Name: Caitland Court 	 City: Guelph 	 Province: Newfoundland and Labrador 	 Poastal_Code: G0H 2P3 	 Country: Canada 	 Phone: 423971830 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\30\CustomerData7.csv
First_Name: Ethan 	 Last_Name: Moore 	 Street_Number: 118 	 Street_Name: Barrington Street 	 City: Aurora 	 Province: Prince Edward Island 	 Poastal_Code: J9P 1C6 	 Country: Canada 	 Phone: 1319139460 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\31\CustomerData17.csv
First_Name: Jacob 	 Last_Name: Taylor 	 Street_Number: 280 	 Street_Name: Allan Street 	 City: North Vancouver 	 Province: Prince Edward Island 	 Poastal_Code: J0J 3V6 	 Country: Canada 	 Phone: 565085280 	 Email: Jacob@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\31\CustomerData18.csv
First_Name: Alexander 	 Last_Name: Brown 	 Street_Number: 157 	 Street_Name: Bedros Lane 	 City: Aurora 	 Province: British Columbia 	 Poastal_Code: H3J 3P2 	 Country: Canada 	 Phone: 1001170319 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\31\CustomerData5.csv
First_Name: Ethan 	 Last_Name: Brown 	 Street_Number: 461 	 Street_Name: Birches Drive 	 City: Quebec City 	 Province: Northwest Territories 	 Poastal_Code: V8B 1P6 	 Country: Canada 	 Phone: 453706002 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\31\CustomerData8.csv
First_Name: Mason 	 Last_Name: Miller 	 Street_Number: 220 	 Street_Name: Berkshire Close 	 City: Kamloops 	 Province: British Columbia 	 Poastal_Code: V8B 1P6 	 Country: Canada 	 Phone: 971804351 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\4\CustomerData10.csv
First_Name: William 	 Last_Name: Anderson 	 Street_Number: 242 	 Street_Name: Altavista Lane 	 City: Brantford 	 Province: Alberta 	 Poastal_Code: J0N 0Z3 	 Country: Canada 	 Phone: 787026243 	 Email: William@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\4\CustomerData11.csv
First_Name:  	 Last_Name: Thomas 	 Street_Number: 265 	 Street_Name: Chocolate Lake Road 	 City: Sherbrooke 	 Province: Prince Edward Island 	 Poastal_Code: B3V 2V1 	 Country: Canada 	 Phone: 711326270 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\4\CustomerData14.csv
First_Name: Ethan 	 Last_Name: Moore 	 Street_Number: 281 	 Street_Name: Alm-e Ramp 	 City: Chilliwack 	 Province: Alberta 	 Poastal_Code: K1B 3B2 	 Country: Canada 	 Phone: 860614532 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\4\CustomerData20.csv
First_Name: Liam 	 Last_Name:  	 Street_Number: 322 	 Street_Name: Aurora Avenue 	 City: Saint-J̩r̫me 	 Province: Northwest Territories 	 Poastal_Code: G0H 2P3 	 Country: Canada 	 Phone: 775285304 	 Email: Liam@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\4\CustomerData27.csv
First_Name: Jacob 	 Last_Name: Thomas 	 Street_Number: 184 	 Street_Name: Berts Drive 	 City: Maple Ridge 	 Province: New Brunswick 	 Poastal_Code: J0J 3V6 	 Country: Canada 	 Phone: 579782633 	 Email: Jacob@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\4\CustomerData29.csv
First_Name: Mason 	 Last_Name: Thomas 	 Street_Number: 318 	 Street_Name: Cardiff Place 	 City: Guelph 	 Province: New Brunswick 	 Poastal_Code: J9P 1C6 	 Country: Canada 	 Phone: 511496875 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\4\CustomerData30.csv
First_Name: Ethan 	 Last_Name: Jackson 	 Street_Number: 388 	 Street_Name: Andrew Street 	 City: Calgary 	 Province: Northwest Territories 	 Poastal_Code: E5V 3X5 	 Country: Canada 	 Phone: 169627228 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\4\CustomerData32.csv
First_Name: William 	 Last_Name: Thomas 	 Street_Number: 453 	 Street_Name:  	 City: Saanich 	 Province: Alberta 	 Poastal_Code: H0H 3C9 	 Country: Canada 	 Phone: 719624604 	 Email: William@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\4\CustomerData7.csv
First_Name: William 	 Last_Name: Miller 	 Street_Number: 314 	 Street_Name: Carriageway Crescent 	 City: Sarnia 	 Province: Nunavut 	 Poastal_Code: B0T 0Y5  	 Country: Canada 	 Phone: 681476194 	 Email: William@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\4\CustomerData7.csv
First_Name: Jacob 	 Last_Name: Thomas 	 Street_Number: 205 	 Street_Name: Chebucto Road 	 City: Airdrie 	 Province: Nunavut 	 Poastal_Code: J0N 0Z3 	 Country: Canada 	 Phone: 733217967 	 Email: Jacob@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\5\CustomerData17.csv
First_Name: Jacob 	 Last_Name: Johnson 	 Street_Number: 121 	 Street_Name: Bald Eagle Place 	 City: Saint John 	 Province: Prince Edward Island 	 Poastal_Code: T1L 2H8 	 Country: Canada 	 Phone: 882413002 	 Email: Jacob@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\5\CustomerData18.csv
First_Name:  	 Last_Name: Jones 	 Street_Number: 138 	 Street_Name: Claymore Avenue 	 City: North Vancouver 	 Province: Prince Edward Island 	 Poastal_Code: L3V 1Y8 	 Country: Canada 	 Phone: 1136452705 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\5\CustomerData19.csv
First_Name: Mason 	 Last_Name: Williams 	 Street_Number: 455 	 Street_Name: Cartaret Street 	 City: Markham 	 Province: Prince Edward Island 	 Poastal_Code: L4A 0T0 	 Country: Canada 	 Phone: 497376884 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\5\CustomerData2.csv
First_Name: Liam 	 Last_Name: Taylor 	 Street_Number: 268 	 Street_Name: Blink Bonnie Terrace 	 City: Kawartha Lakes 	 Province: Alberta 	 Poastal_Code: L3V 1Y8 	 Country: Canada 	 Phone: 1190925919 	 Email: Liam@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\5\CustomerData26.csv
First_Name: Liam 	 Last_Name: Williams 	 Street_Number: 320 	 Street_Name: Albion Road 	 City: Thunder Bay 	 Province: Prince Edward Island 	 Poastal_Code: E4S 3C4 	 Country: Canada 	 Phone: 164777047 	 Email: Liam@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\5\CustomerData30.csv
First_Name:  	 Last_Name: Taylor 	 Street_Number: 336 	 Street_Name: Bower Road 	 City: Airdrie 	 Province: Northwest Territories 	 Poastal_Code: N5C 2J8 	 Country: Canada 	 Phone: 932589356 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\5\CustomerData6.csv
First_Name: Alexander 	 Last_Name: Jackson 	 Street_Number: 239 	 Street_Name: Birches Drive 	 City: Aurora 	 Province: Nunavut 	 Poastal_Code: J0N 0Z3 	 Country: Canada 	 Phone: 1037955795 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\5\CustomerData7.csv
First_Name: William 	 Last_Name: Taylor 	 Street_Number: 473 	 Street_Name: Barkton Lane 	 City: Burlington 	 Province: Nunavut 	 Poastal_Code: N8A 0B3 	 Country: Canada 	 Phone: 371892272 	 Email: William@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\5\CustomerData7.csv
First_Name: William 	 Last_Name: Johnson 	 Street_Number: 303 	 Street_Name: Alm-a Ramp 	 City: Gatineau 	 Province: Nunavut 	 Poastal_Code: N5C 2J8 	 Country: Canada 	 Phone: 1176894982 	 Email: William@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\6\CustomerData1.csv
First_Name: Alexander 	 Last_Name: Thomas 	 Street_Number: 264 	 Street_Name: Briar Place 	 City: Coquitlam 	 Province: Nunavut 	 Poastal_Code: L4A 0T0 	 Country: Canada 	 Phone: 373441921 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\6\CustomerData11.csv
First_Name: Ethan 	 Last_Name: Williams 	 Street_Number: 158 	 Street_Name: Brook Street 	 City: Surrey 	 Province: Nunavut 	 Poastal_Code: J0N 0Z3 	 Country: Canada 	 Phone: 525328608 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\6\CustomerData8.csv
First_Name:  	 Last_Name: Anderson 	 Street_Number: 445 	 Street_Name: Blue Willow Court 	 City: Burnaby 	 Province: Yukon 	 Poastal_Code: J0N 0Z3 	 Country: Canada 	 Phone: 849021817 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\7\CustomerData0.csv
First_Name: Jacob 	 Last_Name: Anderson 	 Street_Number: 455 	 Street_Name: Bridgeview Drive 	 City: Milton 	 Province: Alberta 	 Poastal_Code: J0N 0Z3 	 Country: Canada 	 Phone: 155560243 	 Email: Jacob@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\7\CustomerData10.csv
First_Name:  	 Last_Name: Davis 	 Street_Number: 275 	 Street_Name: Circle Drive 	 City: North Bay 	 Province: Prince Edward Island 	 Poastal_Code: L4A 0T3  	 Country: Canada 	 Phone: 513704884 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\7\CustomerData10.csv
First_Name: Liam 	 Last_Name: Thomas 	 Street_Number: 455 	 Street_Name: Bower Road 	 City: Pickering 	 Province: Quebec 	 Poastal_Code: G3E 2K4 	 Country: Canada 	 Phone: 987923026 	 Email: Liam@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\7\CustomerData13.csv
First_Name: Alexander 	 Last_Name: Anderson 	 Street_Number: 442 	 Street_Name: Blowers Street 	 City: Prince George 	 Province: Alberta 	 Poastal_Code: N8H 2H6 	 Country: Canada 	 Phone: 1321429360 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\7\CustomerData16.csv
First_Name:  	 Last_Name: Thomas 	 Street_Number: 123 	 Street_Name: Cedarbrae Lane 	 City: Strathcona County 	 Province: Northwest Territories 	 Poastal_Code: H9S 1R4 	 Country: Canada 	 Phone: 927032170 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\7\CustomerData16.csv
First_Name:  	 Last_Name: Brown 	 Street_Number: 33 	 Street_Name: Argyle Street 	 City: Richmond 	 Province: Prince Edward Island 	 Poastal_Code: J0N 0Z3 	 Country: Canada 	 Phone: 912976722 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\7\CustomerData16.csv
First_Name: Mason 	 Last_Name: Moore 	 Street_Number: 309 	 Street_Name: Battery 18th Road 	 City: Brantford 	 Province: Saskatchewan 	 Poastal_Code: N8H 2H6 	 Country: Canada 	 Phone: 849004688 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\7\CustomerData19.csv
First_Name: Liam 	 Last_Name: Moore 	 Street_Number: 319 	 Street_Name: Chessvale Close 	 City: Niagara Falls 	 Province: Nova Scotia 	 Poastal_Code: J9P 1C6 	 Country: Canada 	 Phone: 567496947 	 Email: Liam@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\7\CustomerData24.csv
First_Name:  	 Last_Name: Davis 	 Street_Number: 354 	 Street_Name: Acorn Road 	 City: St. Catharines 	 Province: Nunavut 	 Poastal_Code: G3H 0B4 	 Country: Canada 	 Phone: 599248485 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\7\CustomerData25.csv
First_Name: Mason 	 Last_Name: Davis 	 Street_Number: 417 	 Street_Name: Chestnut Street 	 City: Oakville 	 Province: Northwest Territories 	 Poastal_Code: L4A 0T3  	 Country: Canada 	 Phone: 208136524 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\7\CustomerData33.csv
First_Name: Jacob 	 Last_Name: Williams 	 Street_Number: 15 	 Street_Name: Ballantrae Lane 	 City: Peterborough 	 Province: Northwest Territories 	 Poastal_Code: N8A 0B3 	 Country: Canada 	 Phone: 1256551033 	 Email: Jacob@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\7\CustomerData34.csv
First_Name: Ethan 	 Last_Name: Thomas 	 Street_Number: 375 	 Street_Name: Carmichael Street 	 City: Terrebonne 	 Province: Alberta 	 Poastal_Code: E4S 3C4 	 Country: Canada 	 Phone: 1058181276 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\7\CustomerData8.csv
First_Name: Liam 	 Last_Name: Brown 	 Street_Number: 420 	 Street_Name: Burns Drive 	 City: Cape Breton 	 Province:  	 Poastal_Code:  	 Country: Canada 	 Phone: 1336297132 	 Email: Liam@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\7\CustomerData9.csv
First_Name:  	 Last_Name: Jones 	 Street_Number: 307 	 Street_Name: Blowers Street 	 City: Sault Ste. Marie 	 Province: Northwest Territories 	 Poastal_Code: T1L 2H8 	 Country: Canada 	 Phone: 265390481 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\8\CustomerData1.csv
First_Name:  	 Last_Name: Jones 	 Street_Number: 17 	 Street_Name: Ashburn Avenue 	 City: Grande Prairie 	 Province: Nunavut 	 Poastal_Code: H9S 1R4 	 Country: Canada 	 Phone: 1272048413 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\8\CustomerData11.csv
First_Name: James 	 Last_Name:  	 Street_Number: 161 	 Street_Name: Armshore Drive 	 City: Brampton 	 Province: Nunavut 	 Poastal_Code: H3J 3P2 	 Country: Canada 	 Phone: 496929628 	 Email: James@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\8\CustomerData11.csv
First_Name:  	 Last_Name: Davis 	 Street_Number: 336 	 Street_Name: Bosun Run 	 City: Guelph 	 Province:  	 Poastal_Code: E5V 3X5 	 Country: Canada 	 Phone: 608630340 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\8\CustomerData17.csv
First_Name: William 	 Last_Name: Anderson 	 Street_Number: 8 	 Street_Name: Artillery Place 	 City: Drummondville 	 Province: Newfoundland and Labrador 	 Poastal_Code: E4M 2G2 	 Country: Canada 	 Phone: 856449016 	 Email: William@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\8\CustomerData20.csv
First_Name: Ethan 	 Last_Name: Jones 	 Street_Number: 232 	 Street_Name: Argyle Street 	 City: Newmarket 	 Province: Prince Edward Island 	 Poastal_Code: E5V 3X5 	 Country: Canada 	 Phone: 921604799 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\8\CustomerData8.csv
First_Name: Mason 	 Last_Name:  	 Street_Number: 58 	 Street_Name: Bronson Avenue 	 City: Niagara Falls 	 Province: Prince Edward Island 	 Poastal_Code: G0H 2P3 	 Country: Canada 	 Phone: 1226427698 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\9\CustomerData0.csv
First_Name: Alexander 	 Last_Name:  	 Street_Number: 291 	 Street_Name: Carlina Court 	 City: Terrebonne 	 Province: Alberta 	 Poastal_Code: B3V 2V1 	 Country: Canada 	 Phone: 705541302 	 Email: Alexander@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\9\CustomerData1.csv
First_Name:  	 Last_Name: Anderson 	 Street_Number: 449 	 Street_Name: Circle Drive 	 City: Oshawa 	 Province: Nova Scotia 	 Poastal_Code: G0H 2P3 	 Country: Canada 	 Phone: 949363742 	 Email: null@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\9\CustomerData10.csv
First_Name: James 	 Last_Name: Williams 	 Street_Number: 212 	 Street_Name: Aukland Place 	 City: Edmonton 	 Province: Yukon 	 Poastal_Code: N8A 0B3 	 Country: Canada 	 Phone: 744470542 	 Email: James@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\9\CustomerData12.csv
First_Name: Ethan 	 Last_Name:  	 Street_Number: 120 	 Street_Name: Bower Road 	 City: Calgary 	 Province: Nunavut 	 Poastal_Code: J0N 0Z3 	 Country: Canada 	 Phone: 487658470 	 Email: Ethan@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\9\CustomerData12.csv
First_Name: Mason 	 Last_Name:  	 Street_Number: 319 	 Street_Name: Bald Eagle Place 	 City: Brantford 	 Province: Quebec 	 Poastal_Code: N5C 2J8 	 Country: Canada 	 Phone: 594370474 	 Email: Mason@null -->> 	 Reason: Invalid Email 	 File Path : \2018\8\9\CustomerData19.csv
